received_time,log_time,level,package,obj_name,thread_id,message
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,CLogger,6888,open
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,PassiveManager,6909,locationPermissionState null->ALWAYS
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,PassiveManager,6909,activityRecognitionPermissionState null->GRANTED
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6871,/bitrise/src/src/Engine/SysClock.cpp:get_mono:269: Updating fil counter from true uptime +888694.041
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6871,"/bitrise/src/src/Engine/SysClock.cpp:SysClock:613: SysClock init serverOffset: -0.027232, counterOffset: 1762385359.956406"
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,Fi,6871,enableSensorEngine called {value=true}
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6913,/bitrise/src/src/Android/SensorThread.cpp:run:766: Starting event loop
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6871,/bitrise/src/src/Android/SensorThread.cpp:Java_com_cmtelematics_FilterEngine_FilterEngine_configureOneCmt:1378: Configuring native filter engine
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6871,"/bitrise/src/src/MobileCommon/EngineThread.cpp:configure:197: Configuring engine, profile=1"
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6871,/bitrise/src/src/MobileCommon/EngineThread.cpp:configure:202: Raw mode disabled
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:operator():289: Starting Filter Engine 1.7.4498 for Android (commit 0d3f030 built on 16 Jul 2024 for ARMv8)
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:operator():290: TicksSize set to 900 secs
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:checkPending:241: Received new configuration
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: legacy_tag_data: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: always_include_tag_packets: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: allowTimeByGPS: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: always_emit_impact_events: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: tick_history_len: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: record_impact_ticks: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: pre_impact_ticks: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: post_impact_ticks: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: crvs: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,/bitrise/src/src/MobileCommon/EngineThread.cpp:maybe_set_from_json:1587: tap_classifier: missing key
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,"/bitrise/src/src/MobileCommon/EngineThread.cpp:configureOther:1898: configureOther is complete! Final settings are: ""run_tap_classifier"": true, ""tap_classifier_threshold"": 0.500000}"
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6914,"/bitrise/src/src/MobileCommon/EngineThread.cpp:doMobileConfig:1684: doMobileConfig is complete! Final settings are {""legacy_tag_data"": true, ""always_include_tag_packets"": true, ""allow_time_by_gps"": false, ""tick_history_len"": 180, ""record_impact_ticks"": false, ""pre_impact_ticks"": 60, ""post_impact_ticks"": 240, ""always_emit_impact_events"": true}"
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,AppModel,2,userID=329373516 locale=ja_JP
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,AppModel,2,onStart
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,TelematicsServiceManage...,2,onStart
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,BgTripReceiver,2,"poke->bootstrap, trigger=TelematicsServiceManager"
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,Ad,6871,Enqueuing tick purge worker {workRequest=1cd2b1d3-7c3a-40af-9b29-eb270d652d06}
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,BgTripDetector-0,6918,onGeofencingEnabledChange: null->true
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,BgTripDetector,6918,updateUserActivityRequests: hasUserActivityPermissions=true
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,Kf,6906,OneCmt pipeline start
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk.internal.logger,FilterEngineLogger,6906,/bitrise/src/src/MobileCommon/EngineThread.cpp:allowClockJumps:1907: Clock jumps now enabled
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,Syncher,6921,Sending update_device_settings with 367 device events
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,PassiveManager,2,Location requested
2025-12-03 01:57:35,2025-12-02 19:54:33,INFO,com.cmtelematics.sdk,AppModel,2,toast: userid 329373516
2025-12-03 01:57:35,2025-12-02 19:54:33,WARN,com.cmtelematics.sdk,Syncher,6921,Failed: update_device_settings received code 0 for upload with 367 device events
